"cgPlaId","row","pos","yrPlanted","ld1996","ld1997","ld1998","ld1999","fl1999","hdCt1999","achCt1999","ld2000","fl2000","hdCt2000","achCt2000","ld2001","fl2001","hdCt2001","ld2002","fl2002","hdCt2002","achCt2002","ld2003","fl2003","hdCt2003","achCt2003","ld2004","fl2004","hdCt2004","achCt2004","ld2005","fl2005","hdCt2005","achCt2005","ld2006","fl2006","hdCt2006","achCt2006","ld2007","fl2007","hdCt2007","achCt2007","ld2008","fl2008","hdCt2008","achCt2008","ld2009","fl2009","hdCt2009","achCt2009","ld2010","fl2010","hdCt2010","achCt2010","ld2011","fl2011","hdCt2011","achCt2011","ld2012","fl2012","hdCt2012","achCt2012","ld2013","fl2013","hdCt2013","achCt2013","ld2014","fl2014","hdCt2014","ld2015","fl2015","hdCt2015","ld2016","fl2016","hdCt2016","ld2017","fl2017","hdCt2017","ld2018","fl2018","hdCt2018"
"2521","0.00","907.00","1999",,,,"1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","1","1","221","1","0","0","0","1","0","0","0","1","0","0","0","1","1","2","348","1","0","0","0","1","1","6","940","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0"
"2522","0.00","907.33","1999",,,,"1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","1","1","252","1","0","0","0","1","1","2","358","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","1","1"
"2523","0.00","907.67","1999",,,,"1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2524","0.00","908.00","1999",,,,"1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","1","3","415","1","0","0","0","1","1","2","393","1","0","0","1","0","0","1","0","0","1","0","0","1","1","3"
"2525","0.00","908.33","1999",,,,"1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","1","1","145","1","1","1","115","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0"
"2526","0.00","908.67","1999",,,,"1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","1","1","151","1","0","0","0","1","1","1","121","1","0","0","0","1","1","2","282","1","0","0","0","1","0","0","0","1","1","1","118","1","0","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0"
"2527","0.00","909.00","1999",,,,"1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","1","1","140","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2528","0.00","909.33","1999",,,,"1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0"
"2529","0.00","909.67","1999",,,,"1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","1","1","136","1","1","0","0","1","1","1","158","1","1","2","385","1","1","1","169","1","0","0","0","1","1","0","0","1","1","1","95","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0"
"2530","0.00","910.00","1999",,,,"1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","1","1","220","1","0","0","0","1","1","1","134","1","0","0","0","1","0","0","0","1","1","1","94","1","0","0","0","1","1","1","136","1","0","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0"
"2531","0.00","910.33","1999",,,,"1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","1","1","200","1","0","0","0","1","1","2","307","1","0","0","0","1","0","0","0","1","1","1","117","1","0","0","0","1","1","1","234","1","0","0","0","1","0","0","0","1","0","0","1","1","1","1","0","0","1","0","0","1","1","0"
"2532","0.00","910.67","1999",,,,"1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0"
"2533","0.00","911.00","1999",,,,"1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","1","0","0","1","0","0","0","1","1","1","132","1","0","0","0","1","1","1","185","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","1","1","1","1","0","0","1","0","0","1","1","0"
"2534","0.00","911.33","1999",,,,"1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","1","0","0","1","0","0","0","1","1","1","139","1","0","0","0","1","1","1","99","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0"
"2535","0.00","911.67","1999",,,,"1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","1","0","0","1","1","1","200","1","0","0","0","1","0","0","0","1","1","1","166","1","0","0","0","1","0","0","0","1","0","0","0","1","1","0","0","1","1","1","144","1","0","0","1","1","1","1","0","0","1","0","0","1","0","0"
"2536","0.00","912.00","1999",,,,"1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","1","0","0","1","0","0","0","1","1","2","399","1","1","1","195","1","1","3","624","1","0","0","0","1","1","2","450","1","1","2","254","1","0","0","0","1","0","0","0","1","0","0","1","1","3","1","0","0","1","0","0","1","1","0"
"2537","0.00","912.33","1999",,,,"1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","1","2","279","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0"
"2538","0.67","900.00","1999",,,,"1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2539","0.67","900.33","1999",,,,"1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","1","1","146","1","0","0","0","1","0","0","0","1","1","1","40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2540","0.67","900.67","1999",,,,"1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","1","1","151","1","0","0","0","1","0","0","0","1","0","0","0","1","1","2","313","1","1","1","160","1","0","0","0","1","0","0","0","1","0","0","1","1","1","1","0","0","1","0","0","1","0","0"
"2542","0.67","901.33","1999",,,,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2543","0.67","901.67","1999",,,,"1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","1","1","172","1","0","0","0","1","1","1","242","1","0","0","0","1","1","3","755","1","0","0","0","1","0","0","0","1","1","2","308","1","0","0","0","1","1","1","121","1","0","0","1","1","1","1","0","0","1","0","0","1","1","1"
"2544","0.67","902.00","1999",,,,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2545","0.67","902.33","1999",,,,"1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","1","2","448","1","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","1","1"
"2546","0.67","902.67","1999",,,,"1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","1","1","128","1","1","2","254","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2547","0.67","903.00","1999",,,,"1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","1","0","0","1","0","0","0","1","1","2","270","1","1","2","380","1","0","0","0","1","1","1","173","1","1","0","0","1","0","0","0","1","0","0","1","1","1","1","0","0","1","0","0","1","0","0"
"2548","0.67","903.33","1999",,,,"1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","1","1","193","1","0","0","0","1","0","0","0","1","1","2","344","1","0","0","0","1","1","0","0","1","1","2","336","1","0","0","0","1","1","1","160","1","0","0","1","1","2","1","0","0","1","0","0","1","1","1"
"2549","0.67","903.67","1999",,,,"1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","1","1","163","1","0","0","0","1","1","1","179","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0"
"2550","0.67","904.00","1999",,,,"1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","1","1","216","1","0","0","0","1","0","0","0","1","0","0","0","1","1","1","163","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0"
"2551","0.67","904.33","1999",,,,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2552","0.67","904.67","1999",,,,"1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","1","1","101","1","1","1","117","1","0","0","0","1","1","1","133","1","1","1","42","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2553","0.67","905.00","1999",,,,"1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","1","1","267","1","0","0","0","1","0","0","0","1","1","2","609","1","0","0","0","1","1","3","609","1","0","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0"
"2554","0.67","905.33","1999",,,,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2555","0.67","905.67","1999",,,,"1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","1","0","0","1","0","0","0","1","1","2","421","1","0","0","0","1","1","2","444","1","0","0","0","1","0","0","0","1","0","0","1","1","2","1","0","0","1","0","0","1","0","0"
"2556","0.67","906.00","1999",,,,"1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","1","1","169","1","1","2","284","1","0","0","0","1","1","1","180","1","0","0","0","1","0","0","0","1","0","0","1","1","1","1","0","0","1","0","0","1","0","0"
"2557","0.67","906.33","1999",,,,"1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","1","0","0","1","1","2","309","1","0","0","0","1","1","1","212","1","1","2","460","1","1","1","175","1","1","6","1027","1","1","1","234","1","1","4","630","1","1","1","156","1","1","1","200","1","1","0","1","1","6","1","0","0","1","0","0","1","1","3"
"2558","0.67","906.67","1999",,,,"1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","1","1","186","1","0","0","0","1","0","0","0","1","1","0","0","1","1","1","221","1","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0"
"2559","0.67","907.00","1999",,,,"1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","1","1","78","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2560","0.67","907.33","1999",,,,"1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0"
"2561","0.67","907.67","1999",,,,"1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0"
"2562","0.67","908.00","1999",,,,"1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","1","1","207","1","0","0","0","1","0","0","0","1","0","0","0","1","1","2","336","1","0","0","0","1","0","0","0","1","1","0","0","1","0","0","0","1","0","0","0","1","0","0","1","0","0","1","1","1","1","0","0","1","1","1"
"2563","0.67","908.33","1999",,,,"1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","1","1","112","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","1","1","121","1","0","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0"
"2564","0.67","908.67","1999",,,,"1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0"
"2565","0.67","909.00","1999",,,,"1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0"
"2566","0.67","909.33","1999",,,,"1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0"
"2567","0.67","909.67","1999",,,,"1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2568","0.67","910.00","1999",,,,"1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","1","1","158","1","0","0","0","1","1","1","127","1","0","0","0","1","1","1","104","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0"
"2569","0.67","910.33","1999",,,,"1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","1","1","157","1","1","1","159","1","0","0","0","1","1","2","314","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","1","1"
"2570","0.67","910.67","1999",,,,"1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0"
"2571","0.67","911.00","1999",,,,"1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2572","0.67","911.33","1999",,,,"1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2573","0.67","911.67","1999",,,,"1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","1","0","0","1","0","0","0","1","1","3","367","1","0","0","0","1","1","2","428","1","1","2","342","1","1","4","653","1","1","2","182","1","0","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0"
"2574","0.67","912.00","1999",,,,"1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","1","1","208","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","1","4","731","1","0","0","0","1","1","0","0","1","1","3","503","1","0","0","1","1","2","1","0","0","1","0","0","1","0","0"
"2575","0.67","912.33","1999",,,,"1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0"
"2576","1.33","900.00","1999",,,,"1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","1","2","383","1","0","0","0","1","1","1","289","1","1","2","298","1","0","0","0","1","1","2","438","1","0","0","1","1","2","1","0","0","1","0","0","1","0","0"
"2577","1.33","900.33","1999",,,,"1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0"
"2578","1.33","900.67","1999",,,,"1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","1","1","173","1","0","0","0","1","1","1","191","1","1","2","461","1","1","1","173","1","1","3","651","1","1","2","342","1","1","3","194","1","0","0","0","1","1","4","338","1","0","0","1","1","1","1","0","0","1","0","0","1","1","2"
"2579","1.33","901.00","1999",,,,"1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","1","1","62","1","0","0","0","1","1","1","177","1","0","0","0","1","1","2","299","1","0","0","0","1","0","0","0","1","1","1","109","1","0","0","0","1","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","1","1"
"2580","1.33","901.33","1999",,,,"1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","1","1","177","1","1","1","128","1","1","1","216","1","1","3","475","1","1","3","655","1","1","1","239","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","1","1","2","1","0","0","1","0","0","1","0","0"
"2581","1.33","901.67","1999",,,,"1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","1","1","159","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","1","1","168","1","0","0","1","0","0","1","0","0","1","0","0","1","1","0"
"2582","1.33","902.00","1999",,,,"1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","1","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0"
"2583","1.33","902.33","1999",,,,"1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","1","1","2","1","0","0","1","0","0","1","1","3"
"2584","1.33","902.67","1999",,,,"1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","1","1","215","1","0","0","0","1","1","0","0","1","0","0","0","1","0","0","0","1","1","4","659","1","1","0","1","0","0","1","0","0","1","0","0","1","1","4"
"2585","1.33","903.00","1999",,,,"1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","1","1","228","1","0","0","0","1","1","2","361","1","0","0","0","1","1","2","402","1","1","1","232","1","1","3","789","1","1","3","273","1","0","0","0","1","1","3","424","1","0","0","1","1","1","1","0","0","1","0","0","1","0","0"
"2586","1.33","903.33","1999",,,,"1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","1","1","172","1","0","0","0","1","1","2","375","1","0","0","0","1","1","1","202","1","1","1","199","1","0","0","0","1","1","1","191","1","1","1","60","1","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","1","1"
"2587","1.33","903.67","1999",,,,"1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","1","2","269","1","0","0","0","1","1","2","363","1","0","0","0","1","1","2","355","1","1","1","189","1","1","1","169","1","1","1","129","1","0","0","0","1","1","2","312","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0"
"2588","1.33","904.00","1999",,,,"1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","1","2","319","1","0","0","0","1","1","1","105","1","0","0","0","1","1","2","393","1","1","2","319","1","0","0","0","1","0","0","0","1","0","0","1","1","1","1","0","0","1","0","0","1","0","0"
"2589","1.33","904.33","1999",,,,"1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","1","1","208","1","0","0","0","1","0","0","0","1","1","1","119","1","1","2","263","1","1","2","297","1","0","0","0","1","1","1","178","1","1","1","188","1","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0"
"2590","1.33","904.67","1999",,,,"1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","1","2","404","1","0","0","0","1","0","0","0","1","1","2","450","1","0","0","0","1","1","4","737","1","0","0","0","1","1","5","873","1","0","0","0","1","1","2","340","1","0","0","1","0","0","1","1","1","1","0","0","1","0","0"
"2591","1.33","905.00","1999",,,,"1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","1","2","408","1","0","0","0","1","0","0","0","1","1","3","460","1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2592","1.33","905.33","1999",,,,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2593","1.33","905.67","1999",,,,"1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","1","1","144","1","0","0","0","1","0","0","0","1","1","2","303","1","0","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0"
"2594","1.33","906.00","1999",,,,"1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2595","1.33","906.33","1999",,,,"1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","1","1","211","1","0","0","0","1","0","0","0","1","0","0","0","1","1","2","364","1","0","0","0","1","1","1","174","1","1","1","191","1","0","0","0","1","1","1","149","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0"
"2596","1.33","906.67","1999",,,,"1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","1","1","200","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","1","1","123","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0"
"2597","1.33","907.00","1999",,,,"1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","1","1","183","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","1","1","131","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0"
"2598","1.33","907.33","1999",,,,"1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","1","1","201","1","0","0","0","1","0","0","0","1","1","2","309","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0"
"2599","1.33","907.67","1999",,,,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2600","1.33","908.00","1999",,,,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2601","1.33","908.33","1999",,,,"1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","1","1","194","1","0","0","0","1","0","0","0","1","1","1","127","1","1","1","185","1","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0"
