"cgPlaId","row","pos","yrPlanted","ld1996","ld1997","ld1998","ld1999","fl1999","hdCt1999","achCt1999","ld2000","fl2000","hdCt2000","achCt2000","ld2001","fl2001","hdCt2001","ld2002","fl2002","hdCt2002","achCt2002","ld2003","fl2003","hdCt2003","achCt2003","ld2004","fl2004","hdCt2004","achCt2004","ld2005","fl2005","hdCt2005","achCt2005","ld2006","fl2006","hdCt2006","achCt2006","ld2007","fl2007","hdCt2007","achCt2007","ld2008","fl2008","hdCt2008","achCt2008","ld2009","fl2009","hdCt2009","achCt2009","ld2010","fl2010","hdCt2010","achCt2010","ld2011","fl2011","hdCt2011","achCt2011","ld2012","fl2012","hdCt2012","achCt2012","ld2013","fl2013","hdCt2013","achCt2013","ld2014","fl2014","hdCt2014","ld2015","fl2015","hdCt2015","ld2016","fl2016","hdCt2016","ld2017","fl2017","hdCt2017","ld2018","fl2018","hdCt2018"
"78","28.00","957.00","1996","1","1","1","1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","1","1","157","1","1","0","0","1","0","0","0","1","0","0","0","1","1","2","269","1","0","0","0","1","0","0","0","1","0","0","0","1","1","2","220","1","0","0","0","1","0","0","0","1","1","1","1","0","0","1","0","0","1","0","0","1","0","0"
"79","28.00","956.00","1996","1","1","1","1","0","0","0","1","0","0","0","1","0","0","1","1","3","832","1","0","0","0","1","1","3","677","1","1","1","229","1","0","0","0","1","0","0","0","1","1","3","564","1","1","4","482","1","1","1","241","1","1","2","248","1","0","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0"
"80","28.00","955.00","1996","1","1","1","1","0","0","0","1","1","1","189","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"81","28.00","954.00","1996","1","1","1","1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","1","0","0","1","0","0","0","1","0","0","0","1","1","1","243","1","1","1","242","1","0","0","0","1","0","0","0","1","1","2","291","1","0","0","0","1","1","1","192","1","0","0","1","1","1","1","0","0","1","0","0","1","0","0"
"82","28.00","953.00","1996","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"83","28.00","952.00","1996","1","1","1","1","0","0","0","1","1","1","241","1","0","0","1","1","2","334","1","1","0","0","1","1","2","410","1","1","1","191","1","0","0","0","1","1","2","122","1","1","1","85","1","1","1","171","1","0","0","0","1","1","1","79","1","1","0","0","1","0","0","0","1","1","1","1","0","0","1","0","0","1","0","0","1","0","0"
"84","28.00","951.00","1996","1","1","1","1","0","0","0","1","0","0","0","1","0","0","1","1","1","179","1","0","0","0","1","1","1","145","1","1","2","348","1","0","0","0","1","1","1","169","1","1","1","168","1","0","0","0","1","1","1","163","1","1","1","87","1","1","1","90","1","0","0","0","1","1","1","1","0","0","1","0","0","1","0","0","1","0","0"
"85","28.00","950.00","1996","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"86","28.00","949.00","1996","1","1","1","1","0","0","0","1","1","1","151","1","0","0","1","0","0","0","1","0","0","0","1","1","3","680","1","0","0","0","1","1","3","444","1","1","2","345","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"87","28.00","948.00","1996","1","1","1","1","0","0","0","1","1","1","227","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"88","28.00","947.00","1996","1","1","1","1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","1","0","0","1","1","1","238","1","1","0","0","1","0","0","0","1","1","2","365","1","1","1","201","1","0","0","0","1","1","3","269","1","1","1","24","1","1","1","123","1","0","0","1","0","0","1","1","1","1","0","0","1","0","0"
"89","28.00","946.00","1996","1","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","1","1","140","1","0","0","0","1","0","0","0","1","1","1","163","1","1","1","153","1","1","1","37","1","0","0","0","1","1","2","1","0","0","1","1","1","1","1","1","1","0","0"
"90","28.00","945.00","1996","1","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"91","28.00","944.00","1996","1","1","1","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"92","28.00","943.00","1996","1","1","1","1","0","0","0","1","0","0","0","1","1","1","1","1","1","171","1","0","0","0","1","1","0","0","1","0","0","0","1","0","0","0","1","1","1","188","1","1","1","153","1","1","1","174","1","0","0","0","1","1","1","90","1","0","0","0","1","0","0","0","1","1","2","1","0","0","1","0","0","1","0","0","1","0","0"
"93","28.00","942.00","1996","1","1","1","1","0","0","0","1","1","3","544","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"94","28.00","941.00","1996","1","1","1","1","0","0","0","1","0","0","0","1","1","2","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","1","3","479","1","0","0","0","1","0","0","0","1","0","0","0","1","1","2","271","1","1","1","110","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"95","28.00","940.00","1996","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"96","28.00","939.00","1996","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"97","28.00","938.00","1996","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","28.00","937.00","1996","1","1","1","1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0"
"99","28.00","936.00","1996","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100","28.00","935.00","1996","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"101","33.00","959.00","1996","1","1","1","1","0","0","0","1","0","0","0","1","0","0","1","1","1","162","1","1","1","198","1","1","1","252","1","1","1","129","1","0","0","0","1","1","1","164","1","1","1","167","1","1","2","210","1","0","0","0","1","0","0","0","1","0","0","0","1","1","0","0","1","0","0","1","1","1","1","0","0","1","0","0","1","0","0"
"102","33.00","958.00","1996","1","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0","0","1","1","1","118","1","1","2","101","1","0","0","0","1","0","0","0","1","1","1","168","1","1","1","161","1","1","3","496","1","0","0","0","1","1","1","47","1","0","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0"
"103","33.00","957.00","1996","1","1","1","1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","1","1","215","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","1","1","157","1","0","0","0","1","0","0","0","1","1","0","0","1","1","1","131","1","1","0","1","0","0","1","0","0","1","0","0","1","1","1"
"104","33.00","956.00","1996","1","1","1","1","0","0","0","1","1","1","85","1","0","0","1","1","1","80","1","1","2","157","1","0","0","0","1","0","0","0","1","0","0","0","1","1","1","89","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","1","1","96","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0"
"105","33.00","955.00","1996","1","1","1","1","1","1","131","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"106","33.00","954.00","1996","1","1","1","1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"107","33.00","953.00","1996","1","1","1","1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","1","2","477","1","0","0","0","1","1","1","178","1","1","2","502","1","1","2","366","1","1","3","595","1","1","2","533","1","0","0","0","1","1","3","108","1","0","0","0","1","1","2","1","1","1","1","0","0","1","0","0","1","0","0"
"108","33.00","952.00","1996","1","1","1","1","0","0","0","1","1","1","217","1","0","0","1","0","0","0","1","0","0","0","1","1","3","576","1","0","0","0","1","0","0","0","1","1","3","457","1","0","0","0","1","1","1","159","1","1","3","237","1","1","1","11","1","1","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0"
"109","33.00","951.00","1996","1","1","1","1","0","0","0","1","0","0","0","1","0","0","1","1","1","142","1","0","0","0","1","1","1","136","1","1","1","180","1","0","0","0","1","1","1","203","1","0","0","0","1","1","3","402","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0"
"110","33.00","950.00","1996","1","1","1","1","1","1","193","1","0","0","0","1","0","0","1","1","1","176","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","1","2","410","1","0","0","0","1","1","2","465","1","1","1","240","1","0","0","0","1","1","1","108","1","0","0","0","1","1","1","1","0","0","1","0","0","1","0","0","1","0","0"
"111","33.00","949.00","1996","1","1","1","1","0","0","0","1","0","0","0","1","0","0","1","1","1","152","1","1","1","158","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0"
"112","33.00","948.00","1996","1","1","1","1","0","0","0","1","0","0","0","1","1","1","1","1","1","198","1","0","0","0","1","0","0","0","1","1","2","389","1","0","0","0","1","0","0","0","1","1","2","365","1","1","1","209","1","1","1","202","1","0","0","0","1","1","7","662","1","0","0","0","1","0","0","1","1","2","1","0","0","1","0","0","1","1","1"
"113","33.00","947.00","1996","1","1","1","1","0","0","0","1","0","0","0","1","0","0","1","1","3","329","1","1","3","503","1","1","3","670","1","1","4","780","1","0","0","0","1","1","1","185","1","1","2","326","1","0","0","0","1","1","1","165","1","1","6","733","1","1","0","0","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"114","33.00","946.00","1996","1","1","1","1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","1","0","0","1","1","1","206","1","0","0","0","1","1","1","185","1","0","0","0","1","0","0","0","1","0","0","0","1","1","2","311","1","1","2","49","1","0","0","0","1","1","3","1","0","0","1","0","0","1","0","0","1","0","0"
"115","33.00","945.00","1996","1","1","1","1","0","0","0","1","0","0","0","1","1","1","1","1","1","128","1","1","3","733","1","1","0","0","1","0","0","0","1","1","4","519","1","1","3","343","1","0","0","0","1","0","0","0","1","0","0","0","1","1","1","133","1","0","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0"
"116","33.00","944.00","1996","1","1","1","1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","1","3","592","1","1","2","374","1","1","7","1179","1","1","2","370","1","1","5","769","1","1","4","807","1","1","1","217","1","1","1","126","1","1","0","0","1","0","0","0","1","1","1","1","0","0","1","0","0","1","0","0","1","0","0"
"117","33.00","943.00","1996","1","1","1","1","1","1","107","1","1","2","315","1","1","1","1","1","2","254","1","1","5","546","1","1","5","715","1","1","1","155","1","1","5","801","1","1","2","386","1","1","3","397","1","1","6","915","1","0","0","0","1","1","1","112","1","0","0","0","1","0","0","0","1","0","0","1","1","5","1","0","0","1","0","0","1","0","0"
"118","33.00","942.00","1996","1","1","1","1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","1","0","0","1","0","0","0","1","1","3","514","1","1","6","1552","1","1","3","664","1","1","5","1246","1","1","4","803","1","0","0","0","1","1","4","596","1","1","1","91","1","1","1","171","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0"
"119","33.00","941.00","1996","1","1","1","1","0","0","0","1","0","0","0","1","0","0","1","1","2","178","1","1","1","81","1","1","3","414","1","1","2","349","1","1","1","116","1","1","1","149","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"120","33.00","940.00","1996","1","1","1","1","0","0","0","1","1","2","305","1","0","0","1","1","2","280","1","0","0","0","1","1","3","500","1","1","3","512","1","1","6","1038","1","1","5","805","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"121","33.00","939.00","1996","1","1","1","1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"122","33.00","938.00","1996","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"123","33.00","937.00","1996","1","1","1","1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","1","1","191","1","1","1","99","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"124","33.00","936.00","1996","1","1","1","1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","1","5","1214","1","1","6","992","1","1","8","1501","1","1","6","1049","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"125","33.00","935.00","1996","1","1","1","1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"126","34.00","959.00","1996","1","1","1","1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","1","1","219","1","0","0","0","1","1","2","201","1","0","0","0","1","1","1","84","1","0","0","0","1","0","0","0","1","1","4","530","1","1","2","119","1","0","0","0","1","1","0","1","0","0","1","0","0","1","0","0","1","1","1"
"127","34.00","958.00","1996","1","1","1","1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","1","1","132","1","0","0","0","1","0","0","0","1","1","1","131","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0"
"128","34.00","957.00","1996","1","1","1","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"129","34.00","956.00","1996","1","1","1","1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","1","1","1","1","0","0","1","0","0","1","0","0"
